transaction_id,amount,hour_of_day,merchant_category,location_is_new,device_is_new,transactions_last_hour,is_fraud
4600,627.13,9,electronics,0,0,2,0
4601,442.87,13,online,0,0,1,0
4602,3059.29,20,grocery,0,0,0,0
4603,4799.35,7,jewelry,0,0,1,0
4604,924.81,2,online,0,0,2,0
4605,2782.85,21,grocery,0,0,4,0
4606,4545.96,21,grocery,0,0,0,0
4607,3743.22,18,grocery,0,0,1,0
4608,403.78,11,jewelry,0,0,0,0
4609,6260.44,11,electronics,0,1,0,0
4610,945.38,14,jewelry,0,0,1,0
4611,828.73,6,jewelry,0,0,2,0
4612,128.93,3,online,0,0,0,0
4613,1331.74,20,travel,0,0,2,0
4614,230.85,8,travel,0,0,1,0
4615,571.47,21,travel,0,0,0,0
4616,762.35,15,online,1,0,1,0
4617,3309.15,12,atm,0,1,1,0
4618,4166.72,3,online,0,0,1,0
4619,720.41,23,grocery,0,0,0,0
4620,3913.71,8,jewelry,1,0,0,0
4621,3893.05,20,atm,0,0,1,0
4622,2893.37,17,grocery,0,0,0,0
4623,317.28,14,jewelry,0,1,1,0
4624,2344.45,14,jewelry,0,0,3,0
4625,5801.72,5,grocery,0,1,2,0
4626,2294.81,10,online,1,0,2,0
4627,805.79,7,travel,0,0,2,0
4628,1388.61,20,atm,0,0,1,0
4629,2075.36,16,jewelry,0,0,3,0
4630,1429.03,23,electronics,0,0,2,0
4631,255.56,16,jewelry,0,0,3,0
4632,748.12,23,travel,0,0,0,0
4633,3242.98,17,jewelry,0,0,0,0
4634,3952.59,3,electronics,0,0,1,0
4635,295.38,14,online,0,0,0,0
4636,6089.29,1,jewelry,0,0,2,0
4637,797.44,1,atm,0,0,1,0
4638,2171.28,9,online,0,0,0,0
4639,2787.24,2,electronics,1,0,0,0
4640,3342.05,7,grocery,0,0,3,0
4641,5828.29,19,jewelry,1,1,0,1
4642,750.61,6,online,0,0,1,0
4643,3911.0,11,jewelry,0,0,1,0
4644,282.41,18,atm,0,0,0,0
4645,2441.84,14,jewelry,1,0,0,0
4646,2709.42,13,online,0,0,1,0
4647,2264.69,15,travel,0,0,0,0
4648,581.55,13,online,0,1,1,0
4649,4127.82,2,electronics,0,1,1,0
4650,369.91,17,online,1,0,0,0
4651,110.25,21,atm,0,0,1,0
4652,2527.91,5,online,0,0,1,0
4653,1290.53,16,online,1,0,1,0
4654,3782.25,22,atm,0,0,3,0
4655,967.06,13,online,0,0,2,0
4656,368.52,13,atm,0,0,2,0
4657,3621.18,19,electronics,0,0,3,0
4658,1592.18,12,atm,0,0,0,0
4659,419.46,2,electronics,0,0,0,0
4660,2548.68,12,electronics,0,0,2,0
4661,1431.25,23,atm,0,0,0,0
4662,1854.26,1,online,1,0,0,0
4663,1235.7,8,jewelry,0,0,1,0
4664,3528.78,12,travel,0,0,0,0
4665,3538.78,7,jewelry,0,0,1,0
4666,2471.54,15,atm,0,0,0,0
4667,222.76,23,online,0,0,2,0
4668,3650.89,2,electronics,0,0,1,0
4669,2223.47,12,grocery,0,0,1,0
4670,2388.2,3,travel,0,0,1,0
4671,901.92,17,jewelry,0,0,0,0
4672,4228.56,1,online,0,0,2,0
4673,2584.67,19,travel,0,0,1,0
4674,238.9,21,grocery,0,0,2,0
4675,1047.75,20,grocery,0,0,4,0
4676,4349.8,14,grocery,0,0,1,0
4677,96.69,16,jewelry,0,0,1,0
4678,6509.87,9,atm,0,0,0,0
4679,2273.64,0,travel,0,0,0,0
4680,1995.96,5,atm,0,1,1,0
4681,630.95,2,grocery,0,0,0,0
4682,572.14,18,online,0,0,1,0
4683,5696.63,6,grocery,0,0,1,0
4684,708.42,12,atm,0,1,0,0
4685,2987.81,12,grocery,0,0,0,0
4686,998.85,16,grocery,1,1,1,1
4687,299.91,0,atm,0,0,0,0
4688,21.55,13,atm,0,0,2,0
4689,1571.65,2,online,0,0,1,0
4690,7441.06,13,atm,1,0,0,0
4691,921.33,23,online,0,0,0,0
4692,883.82,0,electronics,0,0,1,0
4693,843.47,15,electronics,1,0,3,0
4694,1470.21,9,atm,0,0,3,0
4695,1162.01,12,grocery,0,0,3,0
4696,4239.1,3,travel,1,0,2,0
4697,1408.5,8,grocery,0,0,3,0
4698,1417.57,13,atm,0,0,0,0
4699,297.86,3,online,0,0,0,0
4700,8118.67,9,grocery,0,0,1,0
4701,575.29,7,electronics,0,0,1,0
4702,152.39,22,jewelry,0,1,0,0
4703,2176.21,2,atm,0,0,2,0
4704,1809.55,22,grocery,0,0,2,0
4705,1072.78,6,jewelry,0,0,0,0
4706,1097.03,9,grocery,0,0,1,0
4707,3074.83,2,online,0,0,1,0
4708,435.6,1,online,0,0,2,0
4709,3432.41,14,online,0,0,1,0
4710,2092.5,8,jewelry,0,0,0,0
4711,1085.9,14,travel,1,0,0,0
4712,1225.08,16,jewelry,0,0,0,0
4713,593.17,6,atm,0,0,1,0
4714,2789.58,19,atm,0,0,3,0
4715,1438.47,17,electronics,0,0,0,0
4716,773.84,14,electronics,0,0,2,0
4717,1812.93,17,atm,0,0,0,0
4718,10914.37,23,grocery,0,0,1,0
4719,1142.79,22,atm,0,0,3,0
4720,5068.82,11,travel,0,0,1,0
4721,846.29,22,electronics,0,0,2,0
4722,112.58,20,electronics,0,0,0,0
4723,456.92,7,jewelry,0,0,1,0
4724,1084.96,1,electronics,1,0,2,0
4725,495.99,1,atm,0,0,1,0
4726,0.45,4,electronics,0,0,0,0
4727,4930.24,0,electronics,0,0,2,0
4728,3714.25,21,jewelry,0,0,2,0
4729,2711.86,3,atm,0,0,2,0
4730,367.4,5,grocery,1,0,0,0
4731,256.49,22,electronics,1,0,0,0
4732,140.0,12,electronics,0,0,1,0
4733,2574.92,18,electronics,0,0,1,0
4734,5284.75,10,travel,0,0,1,0
4735,1126.12,12,atm,1,0,0,0
4736,253.71,7,electronics,0,0,0,0
4737,1436.49,6,travel,0,0,2,0
4738,857.97,12,grocery,1,0,1,0
4739,939.45,0,grocery,0,0,1,0
4740,1942.18,5,jewelry,0,0,0,0
4741,2536.8,6,jewelry,1,0,1,0
4742,234.42,15,jewelry,0,0,0,0
4743,72.48,14,travel,0,0,0,0
4744,10345.24,19,grocery,0,0,0,0
4745,529.83,1,jewelry,0,0,2,0
4746,110.67,22,online,1,0,1,0
4747,421.13,15,jewelry,1,0,0,0
4748,79.47,16,grocery,0,0,1,0
4749,994.54,23,online,0,0,0,0
4750,3243.04,14,travel,0,0,1,0
4751,834.81,2,online,0,0,2,0
4752,1174.63,3,grocery,0,0,1,0
4753,2251.47,11,electronics,0,0,0,0
4754,1422.19,4,online,0,0,0,0
4755,3952.99,16,grocery,0,0,1,0
4756,4020.36,5,jewelry,1,0,1,0
4757,19.92,9,electronics,0,0,0,0
4758,3010.57,21,travel,0,0,2,0
4759,1235.09,17,travel,0,0,2,0
4760,8990.94,9,atm,0,0,1,0
4761,1320.32,5,travel,0,0,2,0
4762,8669.67,23,atm,0,0,1,0
4763,2809.48,5,travel,0,0,2,0
4764,571.65,19,travel,0,0,2,0
4765,1546.09,14,travel,0,1,2,0
4766,9690.83,3,atm,0,0,1,1
4767,3897.26,15,jewelry,0,0,1,0
4768,204.88,21,atm,0,0,4,0
4769,2450.88,23,online,0,0,0,0
4770,848.01,7,grocery,0,0,2,0
4771,14.01,6,grocery,0,0,1,0
4772,1033.29,18,jewelry,0,0,1,0
4773,535.12,16,grocery,0,0,1,0
4774,3417.07,20,travel,0,0,0,0
4775,822.96,12,jewelry,0,1,1,0
4776,3514.99,14,grocery,0,0,1,0
4777,1.2,1,atm,0,0,1,0
4778,735.82,9,online,0,1,1,0
4779,551.94,12,electronics,0,0,1,0
4780,532.02,17,online,0,0,0,0
4781,141.25,22,grocery,0,0,2,0
4782,414.35,10,jewelry,0,0,1,0
4783,1621.83,12,grocery,0,0,0,0
4784,688.82,18,atm,0,0,0,0
4785,1080.49,23,online,0,0,2,0
4786,945.99,23,atm,0,0,0,0
4787,4173.41,21,atm,0,0,1,0
4788,4714.06,4,electronics,0,0,2,0
4789,1358.32,2,atm,1,0,2,0
4790,801.42,18,atm,0,0,0,0
4791,225.89,22,electronics,0,0,2,0
4792,6132.43,12,travel,0,0,1,0
4793,124.23,4,travel,0,0,0,0
4794,706.65,11,jewelry,0,0,0,0
4795,707.83,13,electronics,0,0,0,0
4796,772.51,5,jewelry,1,0,1,0
4797,358.94,21,jewelry,0,0,1,0
4798,3057.2,8,atm,0,0,1,0
4799,261.35,16,jewelry,0,0,0,0
4800,2015.2,7,grocery,0,0,1,0
4801,264.43,12,online,0,1,1,0
4802,146.29,4,grocery,0,0,1,0
4803,4803.25,21,grocery,0,1,1,0
4804,421.76,21,atm,1,0,2,0
4805,3443.54,16,online,0,0,4,0
4806,1573.29,2,jewelry,0,1,0,0
4807,162.11,5,online,0,0,3,0
4808,6222.21,13,jewelry,0,0,1,0
4809,567.28,14,travel,1,0,1,0
4810,3927.17,13,electronics,0,0,0,0
4811,369.79,10,atm,0,0,0,0
4812,3847.52,10,jewelry,0,0,2,0
4813,26.63,8,jewelry,0,0,1,0
4814,1433.98,5,online,0,1,2,1
4815,2934.51,14,atm,0,0,0,0
4816,5460.45,11,jewelry,0,0,0,0
4817,4798.24,5,travel,0,0,1,0
4818,3425.43,0,grocery,0,0,0,0
4819,4381.93,15,jewelry,0,0,2,0
4820,444.34,19,online,0,0,1,0
4821,668.67,14,travel,0,0,2,0
4822,682.08,1,atm,0,0,1,0
4823,946.59,16,jewelry,0,0,1,0
4824,999.51,2,travel,0,0,0,0
4825,1572.96,2,travel,0,0,0,0
4826,348.42,4,travel,0,0,0,0
4827,2350.43,16,travel,0,0,1,0
4828,366.8,22,travel,0,0,1,0
4829,743.02,16,travel,0,0,0,0
4830,1399.72,19,electronics,1,0,1,0
4831,3183.59,5,atm,0,1,0,0
4832,2690.07,0,grocery,0,0,3,0
4833,2074.29,6,atm,0,0,0,0
4834,338.67,14,online,1,0,1,0
4835,1583.93,6,online,0,0,1,0
4836,183.02,18,atm,0,0,0,0
4837,947.58,19,travel,0,0,0,0
4838,1067.22,21,electronics,0,0,3,0
4839,81.25,10,grocery,0,0,1,0
4840,640.38,22,jewelry,0,0,2,0
4841,6231.26,13,jewelry,0,0,0,0
4842,6142.32,12,travel,0,0,1,0
4843,868.74,19,atm,0,0,2,0
4844,88.11,8,jewelry,0,0,1,0
4845,394.7,8,atm,0,0,0,0
4846,995.88,15,electronics,0,0,0,0
4847,5904.57,11,electronics,0,0,2,0
4848,304.44,9,atm,0,0,1,0
4849,2883.75,5,travel,0,1,0,0
4850,230.11,17,travel,1,0,1,0
4851,7953.93,1,travel,0,0,1,0
4852,961.29,19,jewelry,0,0,0,0
4853,2985.4,8,grocery,0,0,1,0
4854,838.9,18,grocery,0,0,1,0
4855,1975.94,5,travel,0,0,1,0
4856,426.43,1,atm,0,0,0,0
4857,315.7,14,electronics,0,0,1,0
4858,5563.31,16,online,0,0,1,0
4859,4993.49,15,electronics,0,0,1,0
4860,4369.05,20,electronics,0,0,1,0
4861,1963.97,7,online,0,0,2,0
4862,3303.32,9,travel,0,1,2,0
4863,143.07,9,electronics,1,1,0,1
4864,815.3,17,online,0,0,0,0
4865,752.89,9,jewelry,0,0,0,0
4866,2019.25,8,atm,1,0,1,0
4867,879.98,23,atm,0,0,0,0
4868,321.53,18,atm,0,0,1,0
4869,1814.99,0,travel,0,0,0,0
4870,3368.15,3,electronics,0,0,0,0
4871,962.93,23,electronics,0,0,0,0
4872,283.75,2,grocery,0,1,1,0
4873,438.02,9,atm,0,0,2,0
4874,542.26,11,travel,0,0,2,0
4875,713.06,17,online,0,0,0,0
4876,2058.89,22,travel,0,0,1,0
4877,1837.31,19,electronics,0,1,1,0
4878,2381.98,5,atm,0,0,2,0
4879,900.41,20,grocery,0,0,0,0
4880,3474.52,1,jewelry,0,0,3,0
4881,456.53,9,travel,0,0,1,0
4882,1266.14,1,grocery,0,0,1,0
4883,3228.29,8,electronics,0,0,1,0
4884,397.29,9,online,1,0,2,0
4885,232.76,1,travel,0,0,1,0
4886,4302.89,7,jewelry,0,0,0,0
4887,839.93,23,electronics,0,0,0,0
4888,2303.2,16,atm,0,0,2,0
4889,51.35,16,travel,1,0,0,0
4890,2342.67,3,grocery,1,0,1,0
4891,759.89,17,travel,0,0,1,0
4892,114.71,11,electronics,0,0,2,0
4893,1882.26,16,electronics,0,1,1,0
4894,550.99,8,grocery,0,0,1,0
4895,978.15,18,jewelry,0,1,1,0
4896,168.03,13,electronics,0,0,0,0
4897,318.37,13,travel,0,0,0,0
4898,707.58,16,jewelry,1,0,1,0
4899,188.09,1,grocery,1,0,1,0
4900,4834.34,7,electronics,0,0,1,0
4901,12.13,4,electronics,0,0,0,0
4902,1322.76,6,travel,0,0,0,0
4903,263.06,21,electronics,0,0,2,0
4904,735.41,15,travel,0,0,0,0
4905,5208.99,15,atm,0,1,2,0
4906,352.75,16,jewelry,0,0,3,0
4907,6752.95,21,travel,0,1,1,0
4908,460.83,6,online,0,0,1,0
4909,2706.23,19,electronics,1,0,0,0
4910,1582.3,7,atm,0,1,0,0
4911,4316.6,7,jewelry,0,0,0,0
4912,1614.84,22,grocery,0,0,1,0
4913,1529.54,10,online,0,0,1,0
4914,434.96,14,grocery,0,0,3,0
4915,363.59,17,online,0,0,2,0
4916,4965.56,5,atm,1,0,1,0
4917,794.51,21,jewelry,0,1,0,0
4918,930.69,11,atm,0,0,0,0
4919,2852.76,14,atm,0,0,0,0
4920,827.47,22,online,0,0,0,0
4921,6075.71,5,travel,0,1,1,0
4922,2678.27,17,jewelry,0,0,2,0
4923,1819.77,23,grocery,0,1,0,0
4924,4255.5,19,travel,0,0,0,0
4925,101.76,8,travel,0,0,3,0
4926,594.29,7,electronics,1,0,2,0
4927,1251.11,13,grocery,0,0,0,0
4928,514.9,18,online,0,0,0,0
4929,2724.42,18,electronics,0,0,3,0
4930,5031.76,7,electronics,0,0,1,0
4931,1102.5,1,atm,0,0,0,0
4932,837.5,3,online,0,0,1,0
4933,6516.83,5,travel,0,0,2,0
4934,1177.04,2,jewelry,0,0,0,0
4935,1342.96,2,travel,0,0,3,0
4936,866.65,18,travel,0,0,1,0
4937,4805.88,10,atm,0,0,0,0
4938,1683.09,9,travel,0,0,2,0
4939,2872.44,11,grocery,0,0,1,0
4940,3340.57,13,travel,0,0,2,0
4941,836.64,17,travel,0,0,0,0
4942,1137.24,23,grocery,0,0,2,0
4943,3773.97,8,atm,0,1,1,0
4944,902.77,14,electronics,0,0,1,0
4945,3159.13,23,online,0,0,0,0
4946,5660.18,2,atm,0,0,3,0
4947,1952.14,22,travel,0,0,0,0
4948,2706.7,10,electronics,0,0,3,0
4949,3270.51,9,online,0,0,1,0
4950,3729.17,17,online,0,1,2,0
4951,1005.23,3,online,0,0,0,0
4952,105.25,12,grocery,0,0,1,0
4953,1027.92,5,grocery,1,0,2,0
4954,2240.22,20,electronics,0,0,1,0
4955,1196.95,12,travel,0,0,3,0
4956,2764.31,19,electronics,0,0,0,0
4957,883.17,4,travel,1,0,2,0
4958,2014.31,19,atm,0,0,0,0
4959,412.62,13,online,0,0,2,0
4960,2767.55,12,online,0,0,1,0
4961,1577.98,13,grocery,1,0,0,0
4962,456.47,7,atm,1,0,0,0
4963,690.37,15,jewelry,0,0,2,0
4964,2761.49,12,atm,0,1,0,0
4965,1317.88,23,travel,0,0,3,0
4966,486.77,14,atm,0,0,0,0
4967,6839.0,18,grocery,0,0,1,0
4968,2511.41,0,travel,1,1,1,1
4969,6299.39,21,electronics,0,0,0,0
4970,1114.11,1,travel,0,0,1,0
4971,1289.1,17,electronics,0,0,0,0
4972,4564.69,18,jewelry,0,1,1,0
4973,1489.09,7,travel,0,0,2,0
4974,2457.07,2,online,0,0,1,0
4975,581.17,22,jewelry,0,1,0,0
4976,1183.81,13,electronics,0,1,1,0
4977,263.52,8,grocery,0,0,0,0
4978,461.29,7,jewelry,0,0,2,0
4979,1.89,16,jewelry,1,0,1,0
4980,80.11,22,jewelry,0,0,1,0
4981,7569.36,22,electronics,0,0,0,0
4982,555.08,23,electronics,0,0,0,0
4983,2177.19,15,travel,0,0,1,0
4984,3653.94,9,online,0,1,1,0
4985,1599.95,20,jewelry,0,0,1,0
4986,332.45,9,travel,0,0,1,0
4987,2604.76,23,travel,0,1,1,0
4988,1833.84,5,online,0,1,0,0
4989,2627.95,21,travel,0,0,3,0
4990,2937.15,16,online,0,1,0,0
4991,7410.86,15,grocery,0,0,1,0
4992,1704.58,14,online,0,0,1,0
4993,836.01,21,atm,0,0,1,0
4994,2090.89,13,online,0,0,0,0
4995,141.79,3,online,0,0,2,0
4996,4553.78,3,atm,0,0,1,0
4997,254.26,1,online,0,0,0,0
4998,794.53,10,electronics,0,1,1,0
4999,3382.87,3,travel,0,0,1,0
5000,1819.19,20,travel,0,0,1,0
5001,1000.55,20,grocery,0,0,2,0
5002,1282.76,15,grocery,1,0,1,0
5003,3855.81,20,atm,0,0,1,0
5004,831.04,3,electronics,0,0,1,0
5005,4075.06,0,grocery,0,0,0,0
5006,184.53,23,travel,0,1,1,0
5007,2999.36,18,grocery,0,0,1,0
5008,3761.81,1,grocery,0,0,0,0
5009,401.34,8,online,0,0,1,0
5010,1125.45,22,grocery,0,0,1,0
5011,361.84,12,atm,0,0,0,0
5012,2452.46,17,travel,0,0,0,0
5013,1532.93,15,atm,0,0,2,0
5014,2017.49,15,atm,0,0,1,0
5015,437.52,9,jewelry,0,0,1,0
5016,475.87,8,electronics,0,0,0,0
5017,84.77,10,jewelry,0,0,1,0
5018,777.42,3,jewelry,0,0,1,0
5019,1640.8,9,online,0,0,1,0
5020,3902.94,2,atm,0,0,0,0
5021,2198.79,5,electronics,0,0,3,0
5022,1143.26,2,travel,1,0,0,0
5023,6120.33,8,travel,0,0,2,0
5024,2540.55,2,electronics,0,0,2,0
5025,5323.25,17,atm,0,0,1,0
5026,1499.81,7,atm,0,0,0,0
5027,599.25,21,online,0,0,0,0
5028,108.55,7,online,0,0,0,0
5029,2589.87,14,jewelry,0,0,2,0
5030,258.63,12,travel,0,0,2,0
5031,721.29,6,online,0,0,0,0
5032,1520.59,18,electronics,0,0,0,0
5033,1662.14,7,travel,0,0,2,0
5034,1835.5,9,atm,0,0,0,0
5035,363.66,16,travel,0,0,1,0
5036,955.22,0,grocery,0,0,1,0
5037,1920.46,12,travel,0,0,3,0
5038,7001.08,12,online,1,0,2,0
5039,2601.2,23,electronics,0,0,1,0
5040,5117.63,15,atm,0,0,0,0
5041,2872.75,8,atm,1,0,0,0
5042,1791.59,9,online,0,0,0,0
5043,426.44,5,online,1,0,1,0
5044,2197.34,4,online,0,0,0,0
5045,1953.03,1,grocery,0,0,1,0
5046,1844.97,10,electronics,0,1,0,0
5047,1345.85,8,grocery,0,1,2,0
5048,1504.34,5,online,1,0,0,0
5049,814.26,7,electronics,0,1,0,0
5050,1465.08,8,online,0,0,0,0
5051,440.19,8,electronics,0,0,2,0
5052,3271.3,7,atm,0,0,1,0
5053,411.04,11,grocery,0,1,0,0
5054,177.59,7,jewelry,0,0,0,0
5055,1146.27,2,online,0,0,2,0
5056,2147.69,12,online,0,0,0,0
5057,1151.5,18,travel,0,0,0,0
5058,648.01,1,jewelry,0,1,1,0
5059,1633.67,16,atm,0,0,2,0
5060,852.36,15,online,1,0,1,0
5061,5402.18,3,grocery,0,0,0,0
5062,5118.7,17,atm,0,1,1,0
5063,1395.8,13,online,0,0,1,0
5064,794.65,1,grocery,1,0,1,0
5065,2672.21,12,travel,0,0,2,0
5066,74.81,20,travel,0,0,3,0
5067,1287.83,19,grocery,1,0,0,0
5068,819.92,16,atm,0,0,1,0
5069,5064.9,14,grocery,0,0,1,0
5070,24.15,19,jewelry,0,0,1,0
5071,1609.57,4,grocery,0,0,1,0
5072,2699.26,6,travel,0,0,0,0
5073,1327.25,17,travel,0,1,1,0
5074,178.54,23,travel,0,0,2,0
5075,7184.33,10,jewelry,0,0,1,0
5076,1459.67,17,online,1,0,1,0
5077,1904.8,4,jewelry,0,0,2,0
5078,539.97,12,online,0,0,3,0
5079,1321.35,17,jewelry,1,0,1,0
5080,1121.26,1,electronics,0,0,0,0
5081,155.7,19,online,0,0,0,0
5082,224.46,3,atm,0,0,1,0
5083,3633.82,12,atm,0,1,2,0
5084,548.4,23,travel,0,0,1,0
5085,433.72,15,jewelry,0,0,4,0
5086,1406.04,5,grocery,0,0,0,0
5087,2928.49,7,travel,0,0,2,0
5088,127.9,15,grocery,0,0,1,0
5089,1719.86,12,jewelry,0,0,2,0
5090,253.87,22,travel,0,1,1,0
5091,74.28,3,travel,0,0,1,0
5092,108.37,1,atm,0,0,0,0
5093,3593.51,8,grocery,1,0,0,0
5094,251.06,17,electronics,1,0,0,0
5095,92.4,16,electronics,0,0,2,0
5096,1152.15,7,travel,1,0,3,0
5097,3715.71,14,jewelry,1,0,1,0
5098,608.73,8,travel,0,0,0,0
5099,1095.37,16,atm,0,0,1,0
5100,81.48,22,grocery,1,0,1,0
5101,1192.33,1,travel,0,0,3,0
5102,1723.67,5,jewelry,0,0,1,0
5103,1692.16,4,electronics,0,0,0,0
5104,808.21,16,grocery,0,1,1,0
5105,758.23,1,travel,0,0,1,0
5106,225.49,17,grocery,0,0,1,0
5107,913.93,9,atm,0,0,1,0
5108,209.6,9,electronics,0,0,4,0
5109,2909.97,5,jewelry,1,0,2,0
5110,6778.99,11,grocery,0,0,1,0
5111,7018.09,16,electronics,0,0,1,0
5112,4006.01,12,travel,0,0,2,0
5113,1836.55,19,jewelry,0,0,2,0
5114,2413.73,15,jewelry,1,1,3,1
5115,671.52,9,online,0,0,2,0
5116,1992.67,20,grocery,0,0,2,0
5117,1216.32,1,electronics,0,0,0,0
5118,1315.63,1,grocery,0,0,1,0
5119,2835.79,22,travel,0,0,0,0
5120,662.34,6,travel,0,0,3,0
5121,765.57,5,jewelry,0,0,0,0
5122,5171.0,0,jewelry,0,0,1,0
5123,115.73,11,electronics,1,0,0,1
5124,1329.64,12,atm,0,0,1,0
5125,4879.12,11,grocery,0,0,0,0
5126,1885.08,18,grocery,0,0,0,0
5127,1581.11,8,travel,0,0,2,0
5128,574.68,9,grocery,0,0,0,0
5129,840.98,16,electronics,1,0,0,0
5130,3821.74,17,online,0,0,1,0
5131,1638.41,7,jewelry,0,0,0,0
5132,1446.15,6,travel,0,0,4,0
5133,209.79,8,jewelry,0,0,2,0
5134,32.32,9,jewelry,0,0,1,0
5135,6631.06,11,jewelry,0,0,0,0
5136,946.37,14,online,0,1,0,0
5137,1848.71,14,grocery,0,0,2,0
5138,166.14,3,atm,0,0,0,0
5139,2298.43,3,jewelry,0,0,0,0
5140,5393.23,22,electronics,0,0,1,0
5141,1714.47,0,jewelry,0,0,1,0
5142,269.61,11,jewelry,0,0,2,0
5143,1743.22,1,grocery,0,1,1,1
5144,2907.84,14,electronics,0,1,0,1
5145,1043.15,16,grocery,0,0,2,0
5146,4237.82,6,jewelry,0,0,1,0
5147,2092.13,5,grocery,0,0,0,0
5148,4590.2,11,grocery,0,0,0,0
5149,1953.7,18,travel,0,0,3,0
5150,281.49,0,online,1,0,0,0
5151,741.23,20,atm,0,0,2,0
5152,450.78,13,online,1,0,0,0
5153,4789.98,3,online,0,0,0,0
5154,2857.57,4,electronics,0,0,0,0
5155,2256.48,0,travel,0,0,0,0
5156,716.11,0,travel,0,0,0,0
5157,406.79,20,grocery,0,0,0,0
5158,2824.87,5,online,0,0,0,0
5159,1285.51,4,atm,0,0,0,0
5160,511.82,1,electronics,0,0,0,0
5161,1917.47,20,travel,1,0,0,0
5162,82.34,4,grocery,0,1,0,0
5163,789.56,8,atm,0,0,1,0
5164,1264.32,18,online,1,1,0,1
5165,320.24,20,atm,0,0,0,0
5166,8353.86,14,travel,0,0,2,0
5167,469.16,12,electronics,0,0,1,0
5168,279.34,11,online,0,0,1,0
5169,455.14,4,electronics,0,0,0,0
5170,2931.2,1,jewelry,0,0,2,0
5171,1108.53,3,atm,0,0,0,0
5172,1666.73,17,atm,1,0,0,0
5173,42.47,20,grocery,0,0,0,0
5174,70.08,9,online,0,0,0,0
5175,1180.55,12,atm,0,0,0,0
5176,3392.77,11,travel,0,0,0,0
5177,4329.81,1,jewelry,0,0,2,0
5178,181.4,14,travel,0,0,0,0
5179,1545.95,13,electronics,0,0,0,0
5180,4888.98,9,jewelry,0,1,1,0
5181,981.96,21,jewelry,1,0,0,0
5182,3538.81,7,travel,0,0,1,0
5183,287.04,14,atm,0,0,2,0
5184,5478.91,12,travel,1,0,2,0
5185,2784.01,7,online,0,1,1,0
5186,5671.8,20,electronics,0,0,1,0
5187,2257.84,20,jewelry,0,0,3,0
5188,903.24,21,online,0,0,1,0
5189,5567.09,13,atm,0,0,0,0
5190,644.73,0,atm,0,0,0,0
5191,807.45,12,travel,0,1,2,0
5192,2413.34,7,grocery,0,0,1,0
5193,2899.03,17,jewelry,0,0,0,0
5194,5301.55,21,jewelry,0,0,1,0
5195,458.33,8,grocery,0,0,0,0
5196,3198.96,12,atm,0,0,1,0
5197,2682.99,2,atm,0,0,0,0
5198,131.84,17,jewelry,1,0,1,0
5199,979.51,9,electronics,0,0,2,0
5200,664.7,4,jewelry,0,0,1,0
5201,726.22,5,atm,0,0,1,0
5202,8142.84,7,atm,0,1,1,1
5203,2058.79,23,electronics,0,0,0,0
5204,2529.4,6,online,0,0,2,0
5205,7511.55,20,online,0,0,1,0
5206,947.07,17,electronics,0,1,1,0
5207,3237.36,13,electronics,1,0,1,0
5208,1140.2,14,online,0,0,0,0
5209,4073.28,9,online,0,0,1,0
5210,398.51,20,online,0,1,2,0
5211,5900.99,11,online,0,0,3,0
5212,493.78,6,jewelry,0,0,1,0
5213,789.7,6,jewelry,0,0,1,0
5214,2822.75,10,travel,0,0,0,0
5215,1000.94,12,electronics,0,0,1,0
5216,1874.07,14,grocery,0,0,0,0
5217,1176.04,17,travel,0,0,1,0
5218,2712.46,6,grocery,0,0,2,0
5219,518.4,5,grocery,0,0,0,0
5220,120.47,22,atm,1,0,1,0
5221,713.15,10,electronics,0,1,0,0
5222,1286.08,7,jewelry,0,0,1,0
5223,367.89,19,travel,0,0,2,0
5224,876.38,0,electronics,0,1,0,0
5225,1021.59,7,online,0,0,1,0
5226,118.21,7,electronics,0,0,1,0
5227,1750.81,18,grocery,0,0,3,0
5228,4314.26,2,jewelry,0,0,0,0
5229,329.14,4,online,1,0,0,0
5230,1821.65,2,electronics,0,0,1,0
5231,2185.69,14,electronics,0,0,2,0
5232,1087.16,13,jewelry,0,0,1,0
5233,2415.28,20,grocery,0,0,0,0
5234,1057.75,14,online,0,0,0,0
5235,1404.93,23,grocery,0,0,1,0
5236,14.76,16,jewelry,0,0,0,0
5237,2353.49,17,electronics,0,0,2,0
5238,2165.53,1,travel,0,0,1,0
5239,78.32,11,travel,0,0,0,0
5240,918.52,15,atm,0,0,4,0
5241,7729.5,3,travel,0,0,1,0
5242,1092.0,1,jewelry,0,0,0,0
5243,1394.09,13,jewelry,0,0,0,0
5244,4814.34,10,jewelry,0,1,1,0
5245,2526.47,12,online,0,0,1,0
5246,1744.88,6,atm,0,0,0,0
5247,3197.04,9,online,0,0,0,0
5248,3995.59,23,travel,0,0,1,0
5249,1220.88,0,travel,1,0,2,0
5250,1289.13,20,electronics,0,0,2,0
5251,975.69,3,online,0,1,4,1
5252,6804.76,17,grocery,0,1,0,0
5253,2389.14,5,electronics,0,0,1,0
5254,173.78,1,online,0,0,2,0
5255,3974.96,2,jewelry,0,0,2,0
5256,1310.01,13,atm,0,0,0,0
5257,142.46,7,online,0,0,2,0
5258,1595.76,15,atm,0,0,0,0
5259,1079.7,18,atm,1,0,0,0
5260,4203.36,17,travel,0,0,3,0
